Comment,Designator,Footprint,LCSC Part Number,
1k0R,R1,0603,C21190
1k0R,R2,0603,C21190
1k0R,R3,0603,C21190
1k0R,R4,0603,C21190
1k0R,R5,0603,C21190
LED,D1,0603,C2286
LED,D2,0603,C2286
LED,D3,0603,C2286
LED,D4,0603,C2286
LED,D5,0603,C2286
